Nombre;Query1;Nombre_Archivo;Carpeta
Juan Carrasco Contreras;@CarrascoAlcalde;Juan Carrasco Contreras;Alcaldes TODOS
Roberto cordova ;@CarrenoCordova;Roberto cordova ;Alcaldes TODOS
Fermin Carreno;@CarrenoFermin;Fermin Carreno;Alcaldes TODOS
Catherine Barriga ;@cathyBarriga;Catherine Barriga ;Alcaldes TODOS
Cristian Balmaceda ;@CBalmacedaU;Cristian Balmaceda ;Alcaldes TODOS
Cesar Orellana Orellana;@cesar_freirina;Cesar Orellana Orellana;Alcaldes TODOS
Boris Chamorro;@Chamorro2016;Boris Chamorro;Alcaldes TODOS
Claudia Pizarro ;@ClaudiaPizarro;Claudia Pizarro ;Alcaldes TODOS
Claudio Sepulveda ;@ClaudioAlcaldia;Claudio Sepulveda ;Alcaldes TODOS
Claudio Rosamel Lavado Castro;@claudiolavado;Claudio Rosamel Lavado Castro;Alcaldes TODOS
Claudio Radonich ;@ClaudioRadonich;Claudio Radonich ;Alcaldes TODOS
Claudio Renteria Larrondo;@claudiorenteria;Claudio Renteria Larrondo;Alcaldes TODOS
Cristian Menchaca;@cmenchacap;Cristian Menchaca;Alcaldes TODOS
Claudio  Castro ;@cn_castro;Claudio  Castro ;Alcaldes TODOS
Ruben  Ceron ;@ComAdolfoCeron;Ruben  Ceron ;Alcaldes TODOS
Marcelo Pereira;@CoquimboPereira;Marcelo Pereira;Alcaldes TODOS
Virginia Reginato ;@cotyreginato;Virginia Reginato ;Alcaldes TODOS
Cristian  pena Morales;@CristianAbel;Cristian  pena Morales;Alcaldes TODOS
Carlos Cuadrado Prats;@cuadrado2012;Carlos Cuadrado Prats;Alcaldes TODOS
Daniel Agusto;@DanielCalama;Daniel Agusto;Alcaldes TODOS
Daniel Salamanca ;@danielconcejal;Daniel Salamanca ;Alcaldes TODOS
Daniel Jadue;@danieljadue;Daniel Jadue;Alcaldes TODOS
Daniel Rodrigo Morales ;@danielmoralese;Daniel Rodrigo Morales ;Alcaldes TODOS
Luis Alberto Mella ;@doctormella;Luis Alberto Mella ;Alcaldes TODOS
Gonzalo Duran Baronti;@Duranbaronti;Gonzalo Duran Baronti;Alcaldes TODOS
Eliana Olmos;@elianaolmos2016;Eliana Olmos;Alcaldes TODOS
Erasmo Valenzuela ;@erasmoagustin;Erasmo Valenzuela ;Alcaldes TODOS
Evelyn Matthei ;@evelynmatthei;Evelyn Matthei ;Alcaldes TODOS
Felipe Aylwin ;@Felipe_Aylwin;Felipe Aylwin ;Alcaldes TODOS
Felipe Delpin Aguilar;@FelipeDelpin;Felipe Delpin Aguilar;Alcaldes TODOS
Felipe Guevara Stephens;@FelipeGuevaraSt;Felipe Guevara Stephens;Alcaldes TODOS
Fernando Oyarzun Macias;@FernandoAriel39;Fernando Oyarzun Macias;Alcaldes TODOS
Fernando Rodriquez;@frlalcalde;Fernando Rodriquez;Alcaldes TODOS
Gustavo Alessandri;@GAlessandriB;Gustavo Alessandri;Alcaldes TODOS
Gaston Mella Arzola;@GASTONMELLA2012;Gaston Mella Arzola;Alcaldes TODOS
Gerardo Espindola ;@Gerardo_Arica;Gerardo Espindola ;Alcaldes TODOS
German Codina Powers;@germancodina;German Codina Powers;Alcaldes TODOS
Gervoy Paredes Rojas;@GervoyAlcalde;Gervoy Paredes Rojas;Alcaldes TODOS
Maximiliano Rios ;@gon_navarrete;Maximiliano Rios ;Alcaldes TODOS
Gonzalo Montoya ;@GonzaloMontoyaR;Gonzalo Montoya ;Alcaldes TODOS
Gustavo Lobos ;@GustavoLobosM;Gustavo Lobos ;Alcaldes TODOS
Hector Alejandro Barria ;@hectorbarria;Hector Alejandro Barria ;Alcaldes TODOS
Henry Campos;@HenryCamposCoa;Henry Campos;Alcaldes TODOS
Hernan Ahumada;@hernan_ahumada;Hernan Ahumada;Alcaldes TODOS
Ivan Campos Aravena;@IvanCamposCL;Ivan Campos Aravena;Alcaldes TODOS
Roberto Jacob ;@jacob_laserena;Roberto Jacob ;Alcaldes TODOS
Jaime Alberto Bertin ;@jaimebertin;Jaime Alberto Bertin ;Alcaldes TODOS
Javier Antonio Munoz ;@JavierMAlcalde;Javier Antonio Munoz ;Alcaldes TODOS
Johnny Carrasco Cerda;@jcarrascoc;Johnny Carrasco Cerda;Alcaldes TODOS
Juan Carlos Diaz;@jcdiazavendano;Juan Carlos Diaz;Alcaldes TODOS
Juan Carlos Reinao ;@jcreinao;Juan Carlos Reinao ;Alcaldes TODOS
Jessica Mualim ;@Jessicamualim1;Jessica Mualim ;Alcaldes TODOS
Jorge Fuentes Fetis;@Jfuentesf;Jorge Fuentes Fetis;Alcaldes TODOS
Jorge Westermeier Estrada;@jjwestermeier;Jorge Westermeier Estrada;Alcaldes TODOS
Jose Manuel Palacios ;@JMPalaciosParra;Jose Manuel Palacios ;Alcaldes TODOS
Ana Maria Silva ;@JoacoValenzuela;Ana Maria Silva ;Alcaldes TODOS
Jorge Radonich;@jorgeradonich;Jorge Radonich;Alcaldes TODOS
Jorge Rivas ;@jorgerivas_2012;Jorge Rivas ;Alcaldes TODOS
Jorge Sharp;@JorgeSharp;Jorge Sharp;Alcaldes TODOS
Jose Guerrero Venegas;@JoseGuerrero_sg;Jose Guerrero Venegas;Alcaldes TODOS
Jose Sabat Marcos;@josesabatmarcos;Jose Sabat Marcos;Alcaldes TODOS
Juan Eduardo Vera;@Juaneduardoconc;Juan Eduardo Vera;Alcaldes TODOS
Juan Hijerra Seron;@juanhijerrasero;Juan Hijerra Seron;Alcaldes TODOS
Juan Rozas Romero;@JuanRozasR;Juan Rozas Romero;Alcaldes TODOS
Karen Rojo Venegas;@Karen_rojov;Karen Rojo Venegas;Alcaldes TODOS
Katherine Torres;@KatyAlcaldesa;Katherine Torres;Alcaldes TODOS
Enrique Neira Neira;@kike_neira21;Enrique Neira Neira;Alcaldes TODOS
Esteban Krause Salazar;@KrauseAlcalde;Esteban Krause Salazar;Alcaldes TODOS
joaquin lavin ;@LavinJoaquin;joaquin lavin ;Alcaldes TODOS
Luis Pradenas ;@Luispradenas;Luis Pradenas ;Alcaldes TODOS
Macarena Santelices ;@macasante;Macarena Santelices ;Alcaldes TODOS
Manuel Marcarian Julio;@manuelmarcaria1;Manuel Marcarian Julio;Alcaldes TODOS
Marcelo Orlando Santana Vargas;@marcelosantanav;Marcelo Orlando Santana Vargas;Alcaldes TODOS
Mario Olavarria ;@mario_olavarria;Mario Olavarria ;Alcaldes TODOS
Mario Gierke Quevedo;@mariogierke;Mario Gierke Quevedo;Alcaldes TODOS
Guillermo Martinez;@Martinez_Tolten;Guillermo Martinez;Alcaldes TODOS
Miguel Araya Lobos;@MIGUELARAYALOBO;Miguel Araya Lobos;Alcaldes TODOS
Manuel Macaya;@mj_macaya;Manuel Macaya;Alcaldes TODOS
Mario Meza;@mmeza;Mario Meza;Alcaldes TODOS
Sergio Medel Acosta;@Mostazal_Avanza;Sergio Medel Acosta;Alcaldes TODOS
Mauro Tamayo Rozas;@mtamayor;Mauro Tamayo Rozas;Alcaldes TODOS
Marco Antonio Marin ;@Munilolol;Marco Antonio Marin ;Alcaldes TODOS
Mauricio Vinambres Adasme;@mvinambres;Mauricio Vinambres Adasme;Alcaldes TODOS
Nibaldo Meza Garfia;@Nibaldo_Meza;Nibaldo Meza Garfia;Alcaldes TODOS
Nora Cuevas Contreras;@Nora_Cuevas;Nora Cuevas Contreras;Alcaldes TODOS
Nelson Venegas Salazar;@nsvenegas;Nelson Venegas Salazar;Alcaldes TODOS
Enrique Olivares ;@olivaresalcalde;Enrique Olivares ;Alcaldes TODOS
Omar Sabat ;@Omar_Sabat;Omar Sabat ;Alcaldes TODOS
alvaro ortiz;@Ortizconce;alvaro ortiz;Alcaldes TODOS
Patricio fernandez alarcon;@patofernandeza;Patricio fernandez alarcon;Alcaldes TODOS
Patricio Freire ;@PatoFreireCanto;Patricio Freire ;Alcaldes TODOS
Pedro Castillo Diaz;@PedroCastilloD;Pedro Castillo Diaz;Alcaldes TODOS
Rabindranath acuna;@rabindranaath;Rabindranath acuna;Alcaldes TODOS
Rafael Vera Castillo;@Rafael_Vera;Rafael Vera Castillo;Alcaldes TODOS
Rodrigo Ramirez;@RamirezParr;Rodrigo Ramirez;Alcaldes TODOS
Ramona Reyes Painqueo;@ramonareyesp;Ramona Reyes Painqueo;Alcaldes TODOS
Ramon Bahamonde;@RamonbahamondeC;Ramon Bahamonde;Alcaldes TODOS
Raul Salas;@RAUL_SALAS_A;Raul Salas;Alcaldes TODOS
Raul Schifferli;@RaulSchifferli;Raul Schifferli;Alcaldes TODOS
Santiago Rebolledo Pizarro;@RebolledoAlcald;Santiago Rebolledo Pizarro;Alcaldes TODOS
Rene Concha;@reneAlcalde;Rene Concha;Alcaldes TODOS
Rene De La Vega Fuentes;@ReneDeLaVegaF;Rene De La Vega Fuentes;Alcaldes TODOS
Luis Roberto Reyes Alvarez;@reyesalcalde;Luis Roberto Reyes Alvarez;Alcaldes TODOS
Roberto Rivera;@RiveraVichuquen;Roberto Rivera;Alcaldes TODOS
Roberto Guillermo Recabal ;@RobertoRecabal;Roberto Guillermo Recabal ;Alcaldes TODOS
Rodolfo Carter ;@rodolfocarter;Rodolfo Carter ;Alcaldes TODOS
Rodrigo Delgado Mocarquer;@RodrigoDelgadoM;Rodrigo Delgado Mocarquer;Alcaldes TODOS
Rodrigo Loyola Morenilla;@rodrigoloyolam;Rodrigo Loyola Morenilla;Alcaldes TODOS
Guillermo Rolando Mitre Gatica;@Rolando_Mitre_G;Guillermo Rolando Mitre Gatica;Alcaldes TODOS
Rodrigo Sanchez Villalobos;@rsanchezlaligua;Rodrigo Sanchez Villalobos;Alcaldes TODOS
Manuel Guzman Aedo;@rsanchezmia;Manuel Guzman Aedo;Alcaldes TODOS
Rene Schuffeneger Salas;@Rschuffeneger;Rene Schuffeneger Salas;Alcaldes TODOS
Sadi  Melo Moya;@SadiMelo;Sadi  Melo Moya;Alcaldes TODOS
Sammy Ormazabal Lopez;@SAMMYORMAZABAL;Sammy Ormazabal Lopez;Alcaldes TODOS
Sergio Echeverria Garcia;@secheverriag;Sergio Echeverria Garcia;Alcaldes TODOS
Oscar Sumonte ;@sumonteoficial;Oscar Sumonte ;Alcaldes TODOS
Sergio Vega;@svegaalcalde;Sergio Vega;Alcaldes TODOS
Trinidad Rojo;@TriniAlcaldesa;Trinidad Rojo;Alcaldes TODOS
Raul Torrealba Del Pedregal;@TroncoTorrealba;Raul Torrealba Del Pedregal;Alcaldes TODOS
Veronica Paz Rossat ;@veronicarossat;Veronica Paz Rossat ;Alcaldes TODOS
Victor Hugo Figueroa ;@VictorHugoPenco;Victor Hugo Figueroa ;Alcaldes TODOS
Jorge Saquel ;@VotoSaquel;Jorge Saquel ;Alcaldes TODOS
Yerko Galleguillos ;@YERKO_ALCALDE;Yerko Galleguillos ;Alcaldes TODOS
Andres Zarhi Troy;@zarhiconcejal;Andres Zarhi Troy;Alcaldes TODOS
Isaias Zavala Torres;@zavalatorres1;Isaias Zavala Torres;Alcaldes TODOS
Karen Rojo;@karen_rojov;KarenRojo;Alcaldes
Roberto Jacob;@jacob_laserena;RobertoJacob;Alcaldes
Jorge Sharp;@JorgeSharp;JorgeSharp;Alcaldes
Eduardo Soto;@alcaldesoto;EduardoSoto;Alcaldes
Juan Carlos Diaz;@jcdiazavendano;JuanDiaz;Alcaldes
Alvaro Ortiz Vera;@Ortizconce;AlvaroOrtiz;Alcaldes
Miguel Becker;@AlcaldeBecker;MiguelBecker;Alcaldes
Gervoy Paredes;@GervoyAlcalde;GervoyParedes;Alcaldes
Alejandro Huala;@hualacoyhaique;AlejandroHuala;Alcaldes
Claudio Radonich;@ClaudioRadonich;ClauidoRadonich;Alcaldes
Omar Sabat;@Omar_Sabat;OmarSabat;Alcaldes
Gerardo Espindola;@Gerardo_Arica;GerardoEspindola;Alcaldes
Virginia Reginato;@cotyreginato;VirginiaReginato;Alcaldes
Cathy Barriga;@cathybarriga;CathyBarriga;Alcaldes
Felipe Alessandri;@AlessandriFelip;FelipeAlessandri;Alcaldes
Joaquin Lavin;@LavinJoaquin;JoaquinLavin;Alcaldes
Evelyn Matthei;@evelynmatthei;EvelynMatthei;Alcaldes
Daniel Jadue;@danieljadue;Daniel Jadue;Alcaldes
Marcos Lopez;@MLopezR2016;MarcosLopez;Alcaldes
Erasmo Valenzuela;@erasmoagustin;ErasmoValenzuela;Alcaldes
Mauro Tamayo;@mtamayor   ;MauroTamayo;Alcaldes
Mario Olavarria;@mario_olavarria;MarioOlavarria;Alcaldes
Rene de la Vega;@ReneDeLaVegaF;RenedelaVega;Alcaldes
Sadi Melo Moya;@sadimelo;SadiMelo;Alcaldes
Rodrigo Delgado Mocarquer;@RodrigoDelgadoM;RodrigoDelgado;Alcaldes
Carlos Cuadrado Prats;@Cuadrado_2016;CarlosCuadrado;Alcaldes
Gonzalo Duran Baronti;@Duranbaronti;GonzaloDuran;Alcaldes
Carlos Adasme Godoy;@carlosadasme;CarlosAdasme;Alcaldes
Santiago Rebolledo Pizarro;@RebolledoAlcald;SantiagoRebolledo;Alcaldes
Rodolfo Carter Fernandez;@rodolfocarter;RodolfoCarter;Alcaldes
Claudia Pizarro ;@ClaudiaPizarro;ClaudiaPizarro;Alcaldes
Felipe Delpin Aguilar;@FelipeDelpin;felipedelpin;Alcaldes
Jose Manuel Palacios Parra;@JMPalaciosParra;JoseManuelPalacios;Alcaldes
Felipe Guevara Stephens;@FelipeGuevaraSt;FelipeGuevara;Alcaldes
Maximiliano Rios Galleguillos;@maxriosg;MaximilianoRios;Alcaldes
Gonzalo Montoya Riquelme;@GonzaloMontoyaR;GonzaloMontoya;Alcaldes
Jessica Mualim Fajuri;@Jessicamualim1;JessicaMualim;Alcaldes
Andres Zarhi Troy;@andreszarhi;AndresZarhi;Alcaldes
Jose Miguel Arellano Merino;@AlcaldeArellano;JoseMiguelArellano;Alcaldes
Diego Vergara Rodriguez;@alcaldedepaine;DiegoVergara;Alcaldes
Juan Rozas Romero;@JuanRozasR;JuanRozas;Alcaldes
Nibaldo Meza Garfia;@Nibaldo_Meza;NibaldoMeza;Alcaldes
Carolina Leitao Alvarez-Salamanca;@CarolinaLeitao;CarolinaLeitaoAlvarez;Alcaldes
Cristian Balmaceda Undurraga;@CBalmacedaU;CristianBalmaceda;Alcaldes
German Codina Powers;@germancodina;GermanCodina;Alcaldes
Juan Carrasco Contreras;@CarrascoAlcalde;JuanCarrasco;Alcaldes
Carmen Gloria Fernandez Valenzuela;@carmengloria_f;CarmenGloriaFernandez;Alcaldes
Claudio Castro Salas;@cn_castro;ClaudioCastro;Alcaldes
Nora Cuevas Contreras;@Nora_Cuevas;NoraCuevas;Alcaldes
Luis Pezoa Alvarez;@alcaldepezoa;LuisPezoa;Alcaldes
Manuel Devia Vilches;@manueldevia2016;ManuelDevia;Alcaldes
Carlos Alvarez Esteban;@CarlosAlvarezE_;CarlosAlvarez;Alcaldes
Raul Torrealba del Pedregal;@TroncoTorrealba;raultorrealba;Alcaldes
Andres Chadwick;@andreschadwickp;AndresChadwick;Actores
Pauline Kantor;@kantor_pauline;PaulineKantor;Actores
Susana Jimenez Schuster;@susanajimenezs;SusanaJimenez;Actores
Nicolas Monckeberg Diaz;@nmonckeberg;NicolasMonckeberg;Actores
Jose Ramon Valente;@JoseRValente;JoseRamon;Actores
Roberto Ampuero Espinoza;@robertoampuero;RobertoAmpuero;Actores
Gerardo Varela Alonso;@GerardoVarela_A;GerardoVarela;Actores
Cecilia Morel;@ceciliamorel;ceciliamorel;Actores
Jose Antonio Kast;@joseantoniokast;JoseAntonioKast;Actores
Alberto Mayol;@AlbertoMayol;AlbertoMayol;Actores
Andronico Luksic;@aluksicc;AndronicoLuksic;Actores
Axel Kaiser;@AXELKAISER;AxelKaiser;Actores
Barbara Figueroa;@Barbara_figue;BarbaraFigueroa;Actores
Beatriz Sanchez;@labeasanchez;BeatrizSanchez;Actores
Bernardo Larrain Matte;@bernardolarrain;BernardoLarrain;Actores
Luis Mayol;@LMayolB;LuiiaMayol;Actores
Claudio Orrego;@Orrego;ClaudioOrrego;Actores
Heraldo Munoz;@HeraldoMunoz;HeraldoMunoz;Actores
Leonardo Farkas;@leonardofarkas;LeonardoFarkas;Actores
Lily Perez;@lilyperez;LilyPerez;Actores
Luis Mesina;@LuisMesina1;LuisMesina;Actores
Marcelo Mena;@marcelomena;MarceloMena;Actores
Marco Enriquez-Ominami;@marcoporchile;MEO;Actores
Mariana Ayllwin;@maylwino;MarianaAyllwin;Actores
Mario Aguilar;@AguilarMario;MarioAguilar;Actores
Pablo Longueira;@Pablo_Longueira;PabloLongueira;Actores
Ricardo Lagos Escobar;@RicardoLagos;RicardoLagos;Actores
Ignacio Walker;@ignaciowalker;IgnacioWalker;Actores
Fulvio Rossi;@FulvioRossiC;FulvioRossi;Actores
Sergio Melnick;@melnicksergio;sergiomelnick;Actores
Jorge Ulloa;@jorge_ulloa;JorgeUlloa;Actores
Michelle Bachelet;@mbachelet;bachelet;Actores
jorgeerrazuriz;@jorgeerrazuriz;jorgeerrazuriz;actores
Cambio 21;@cambio21cl;Cambio 21;Prensa
Ciper;@ciper;Ciper;Prensa
El Ciudadano;@El_Ciudadano;El Ciudadano;Prensa
El Dinamo;@el_dinamo;El Dinamo;Prensa
El Desconcierto;@eldesconcierto;El Desconcierto;Prensa
El Siglo;@elsiglochile;El Siglo;Prensa
Le Monde Diplomatique;@LMDiplo_Chile;Le Monde Diplomatique;Prensa
Piensa Prensa;@PiensaPrensa;Piensa Prensa;Prensa
Pousta;@POUSTA;Pousta;Prensa
Resumen;@rsumen;Resumen;Prensa
Radio Villa Francia;@rvfradiopopular;Radio Villa Francia;Prensa
Subela Radio;@subelaradio;Subela Radio;Prensa
FrancoParisi;@fr_parisi;FrancoParisi;Actores
El mostrador;@elmostrador;elmostrador;Prensa
Emol;@Emol;Emol;Prensa
El Dinamo;@el_dinamo;el_dinamo;Prensa
Soy Chile;@soychilecl;soychilecl;Prensa
Carta Abierta ;@carta_abierta;carta_abierta;Prensa
Chileokulto ;@Chileokulto;Chileokulto;Prensa
ElQuintoPoder ;@elquintopoder;elquintopoder;Prensa
Gamba ;@GAMBA_CL;GAMBA_CL;Prensa
Interferencia;@InterferenciaCL;InterferenciaCL;Prensa
Megáfono Popular ;@MegafonoPopular;MegafonoPopular;Prensa
OPAL;@prensaopal;prensaopal;Prensa
Sitio Cero ;@sitiocero;sitiocero;Prensa
Ciper;@ciper;ciperr;Prensa
Piensa Prensa;@PiensaPrensa;piensaprensa;Prensa
eldesc;@eldesconcierto;desconcierto;Prensa
trumppersonal;@realDonaldTrump ;trumppersonal;Presidentes
potus;@POTUS ;potus;Presidentes
